Sector,Score
Oil & Gas Integrated,2.0514700234404377
Oil & Gas E&P,1.8634644712344033
Oil & Gas Refining & Marketing,1.5574631508576862
Oil & Gas Equipment & Services,1.4244263960836416
Oil & Gas Midstream,1.148326328092732
Thermal Coal,1.0385930139080668
Oil & Gas Drilling,0.5608264773602125
Uranium,0.3554301390228197
