Sector,Score
Biotechnology,1.5134397707716347
Pharmaceutical Retailers,1.2290580580138843
Medical Distribution,1.0384461563142189
Healthcare Plans,0.9656238571563267
Medical Care Facilities,0.942723454534576
Drug Manufacturers - Specialty & Generic,0.8789979621909839
Health Information Services,0.7608413061481296
Diagnostics & Research,0.7430965985905381
Medical Devices,0.6846401512196398
Drug Manufacturers - General,0.6395737537439262
Medical Instruments & Supplies,0.6035589313161414
