Sector,Score
Real Estate - Development,2.074813944780973
REIT - Mortgage,1.1499301647219344
Real Estate Services,1.0622215345306643
Real Estate - Diversified,0.8911870001595602
REIT - Diversified,0.7295738195064896
REIT - Specialty,0.7154272942965615
REIT - Hotel & Motel,0.6794197578119519
REIT - Office,0.6714460711061843
REIT - Industrial,0.5577000682679909
REIT - Residential,0.49904805462183793
REIT - Healthcare Facilities,0.489780942746652
REIT - Retail,0.4794513474492009
